# Figure 11 - Variations of the mass flux rate in kg day −1 with time from July 1st, 2013 to June 30th, 2014 for different radiant sources - values shown for preferred solution, Fcoll=20, alpha=4.0
# Days after July 1st, Total flux, Anti-helion source, Apex source, Helion source, Anti-apex source
166.5 1500.74 486.553 496.508 423.997 93.4621
167 1499.26 482.169 499.629 426.077 91.5305
167.5 1500.74 475.557 505.052 429.198 90.7132
168 1500.74 472.065 506.092 433.358 89.153
168.5 1502.23 465.602 512.704 435.29 88.7816
169 1501.49 462.927 512.407 441.01 85.2897
169.5 1502.97 456.389 518.425 442.273 85.5126
170 1502.23 452.749 513.744 448.663 86.7013
170.5 1502.23 447.845 513.447 454.383 86.627
171 1502.23 443.982 512.036 459.807 86.627
171.5 1504.46 439.599 513.224 464.042 87.7415
172 1502.97 436.181 508.618 469.465 88.9302
172.5 1502.23 432.838 504.532 474.74 90.416
173 1502.23 429.643 499.629 480.684 91.9762
173.5 1503.71 426.746 496.508 485.81 94.3536
174 1502.97 424.666 491.456 490.49 96.1367
174.5 1502.23 422.808 486.553 494.948 98.0684
175 1505.94 421.397 483.581 500.743 100.223
175.5 1500 420.282 473.477 503.418 102.972
176 1500 419.316 465.676 508.767 106.166
176.5 1500.74 419.316 459.435 512.63 109.658
177 1500 419.242 451.56 515.75 113.819
177.5 1500 419.539 442.868 519.391 117.905
178 1500 420.134 436.404 521.397 122.14
178.5 1499.26 421.322 427.415 521.991 128.232
179 1499.26 422.288 419.168 522.883 135.215
179.5 1501.49 424.071 413.819 523.403 140.119
180 1502.23 426.374 409.064 520.282 146.508
180.5 1498.51 430.015 400.52 517.088 151.114
181 1498.51 433.284 397.028 512.259 156.166
181.5 1499.26 437.519 391.308 508.098 162.036
182 1500.74 441.902 388.484 503.343 166.939
182.5 1498.51 446.434 385.067 498.143 169.242
183 1500 452.6 380.758 492.422 173.997
183.5 1500 458.767 379.123 484.918 177.117
184 1499.26 465.676 372.511 479.643 181.501
184.5 1498.51 472.66 374.146 471.322 180.089
185 1498.51 480.535 373.254 465.082 179.792
185.5 1497.77 486.701 373.328 456.612 180.832
186 1500.74 493.239 372.14 450 185.215
186.5 1499.26 500.297 376.895 444.577 177.86
187 1499.26 507.652 380.163 438.113 173.626
187.5 1500.74 513.819 385.736 432.021 169.316
188 1499.26 519.985 386.478 426.226 166.419
188.5 1499.26 524.74 391.382 422.214 160.698
189 1500 529.198 397.548 417.905 155.275
189.5 1502.23 534.175 403.64 414.785 149.554
190 1500.74 536.85 408.47 410.773 144.948
190.5 1502.23 541.01 413.819 408.395 139.079
191 1501.49 541.382 421.62 406.686 131.798
191.5 1501.49 540.788 429.569 405.423 125.854
192 1502.23 539.525 437.073 404.978 120.282
192.5 1503.71 535.81 448.217 404.16 115.23
193 1503.71 534.77 453.269 403.863 111.738
193.5 1502.97 529.792 460.624 403.938 108.247
194 1507.43 526.374 470.654 403.64 107.132
194.5 1502.23 521.248 475.706 404.309 101.04
195 1503.71 516.196 482.318 406.018 99.4056
195.5 1505.2 511.738 489.896 407.207 96.2853
196 1502.97 506.389 493.239 408.247 95.0223
196.5 1505.2 501.04 500 411.218 92.7935
197 1502.97 496.805 501.04 413.819 91.3819
197.5 1505.94 493.016 505.944 416.196 90.8618
198 1505.2 486.181 509.881 420.208 89.2273
198.5 1504.46 482.392 510.253 423.18 88.7073
199 1504.46 476.597 512.779 427.786 87.0728
199.5 1502.97 471.768 511.293 432.912 86.7013
200 1504.46 466.345 514.042 438.113 85.8098
200.5 1504.46 462.853 514.042 440.936 86.7013
201 1502.23 458.915 510.253 446.285 86.4042
201.5 1502.23 454.16 508.767 450.817 88.7816
202 1502.23 449.257 507.058 455.572 90.4903
202.5 1503.71 446.657 505.572 460.104 91.0847
203 1502.23 442.422 498.663 466.79 94.7251
203.5 1502.23 440.119 494.131 472.957 95.0966
204 1500 439.004 487.816 476.449 96.9539
204.5 1501.49 436.553 485.661 480.238 98.9599
205 1501.49 434.993 477.935 484.993 103.715
205.5 1501.49 433.952 472.585 488.93 106.166
206 1500 433.135 464.264 492.645 109.881
206.5 1498.51 432.467 456.761 497.103 112.036
207 1500 433.952 447.771 501.189 117.236
207.5 1497.03 435.364 435.81 503.938 121.62
208 1497.77 435.587 430.015 503.789 128.232
208.5 1497.77 437.221 420.877 505.498 134.547
209 1500 439.599 416.716 502.229 141.159
209.5 1494.8 440.713 406.166 501.932 146.36
210 1493.31 443.611 399.406 499.034 151.56
210.5 1493.31 446.36 393.239 495.394 158.395
211 1492.57 450.817 388.707 490.119 162.853
211.5 1496.29 456.315 387.221 486.33 166.79
212 1493.31 459.881 382.095 480.684 170.505
212.5 1493.31 467.088 376.597 475.557 173.997
213 1494.8 471.842 371.248 466.196 185.81
213.5 1496.29 481.278 369.539 462.333 183.284
214 1492.57 486.701 368.128 453.789 184.101
214.5 1492.57 492.571 370.208 448.737 181.129
215 1492.57 502.452 369.539 442.273 178.38
215.5 1491.08 506.612 371.248 435.29 177.935
216 1492.57 518.276 371.694 427.117 175.334
216.5 1490.34 522.065 374.22 423.031 171.322
217 1492.57 528.752 378.38 417.385 167.756
217.5 1493.31 535.884 382.318 412.11 163.076
218 1493.31 539.45 386.924 408.024 159.212
218.5 1492.57 543.165 391.53 404.16 153.863
219 1495.54 549.257 396.36 400.743 149.48
219.5 1494.06 551.114 402.526 397.623 142.793
220 1495.54 554.606 408.098 395.765 137.073
220.5 1496.29 554.903 416.716 393.314 131.352
221 1496.29 555.201 422.14 392.051 126.597
221.5 1495.54 554.681 428.603 390.565 121.842
222 1494.8 551.783 436.033 389.525 117.162
222.5 1495.54 550.149 443.016 389.227 112.927
223 1494.8 545.171 450.892 388.782 109.733
223.5 1505.2 542.051 467.311 389.079 106.464
224 1495.54 537.444 465.156 389.673 103.492
224.5 1496.29 535.29 470.357 390.193 100.446
225 1494.8 530.089 474.963 391.382 98.1426
225.5 1494.06 523.7 482.467 393.016 95.0223
226 1494.8 518.945 486.999 395.542 93.4621
226.5 1492.57 514.636 488.633 397.623 91.9019
227 1491.83 507.132 493.239 400.594 90.6389
227.5 1491.83 502.823 495.84 403.863 89.0045
228 1490.34 496.657 497.92 407.355 88.4844
228.5 1491.83 491.828 501.114 410.401 88.1129
229 1491.08 484.844 502.675 414.264 89.4502
229.5 1491.08 481.501 505.275 418.276 86.1813
230 1492.57 475.78 505.721 422.808 88.3358
230.5 1491.08 470.877 505.052 427.192 87.6672
231 1490.34 465.527 502.675 432.318 89.5245
231.5 1489.6 462.11 501.04 437.519 88.8559
232 1488.86 458.544 497.623 441.902 91.159
232.5 1489.6 453.789 494.428 446.805 94.5022
233 1488.11 451.709 487.667 453.566 94.8737
233.5 1485.88 449.183 482.615 457.652 96.6568
234 1487.37 445.171 481.724 461.293 99.4056
234.5 1488.11 445.097 471.248 468.499 103.418
235 1492.57 443.388 466.79 476.003 106.092
235.5 1482.17 442.868 453.715 476.82 108.915
236 1486.63 442.273 449.183 480.609 114.859
236.5 1485.88 442.348 441.382 484.25 117.608
237 1484.4 444.131 430.684 486.701 122.66
237.5 1481.43 445.542 418.351 487.741 130.089
238 1482.17 445.542 410.253 489.302 136.776
238.5 1481.43 447.177 407.132 484.918 141.902
