# Fig4 upper right plot
# Ratio HTC/(HTC+OCC) at Earth, Ratio JFC/(HTC+OCC) at Earth, -chi^2
 0.156333  2.91489 -14.0007 
 0.776922  9.30776 -11.6361 
 0.541313  9.25313 -11.3682 
 0.17864  3.76578 -10.5218 
 0.0263816  6.62151 -10.2721 
 0.559435  3.43079 -9.89943 
 0.646657  10.518 -9.86902 
 0.167183  7.98781 -9.67445 
 0.383564  5.26356 -9.63603 
 0.217056  3.71269 -9.57363 
 0.511134  9.1604 -9.50256 
 0.96499  4.52821 -9.45442 
 0.308318  8.73625 -9.44038 
 0.0819207  6.24279 -9.40141 
 0.778333  2.47255 -9.34398 
 0.348082  13.817 -9.33488 
 0.286341  5.82972 -9.31516 
 0.232238  5.09166 -9.20567 
 0.0249917  17.234 -9.20017 
 0.0348992  9.5632 -9.18105 
 0.787118  8.11764 -9.17883 
 0.878198  2.01771 -9.1132 
 0.113621  6.18432 -9.04868 
 0.563527  1.49112 -9.01508 
 0.497495  2.9382 -9.01421 
 0.519406  12.1161 -8.99092 
 0.642632  10.6821 -8.98591 
 0.924393  4.40705 -8.98166 
 0.100545  7.00699 -8.97659 
 0.136745  11.998 -8.92502 
 0.348168  13.5029 -8.9092 
 0.384272  3.96767 -8.88359 
 0.599991  10.4655 -8.81006 
 0.0826639  5.11768 -8.79457 
 0.821167  2.55556 -8.72124 
 0.0607177  18.4793 -8.71214 
 0.494743  10.0411 -8.62348 
 0.120274  8.76467 -8.62063 
 0.0606055  11.7895 -8.61725 
 0.147326  10.1387 -8.56837 
 0.109694  9.66719 -8.53313 
 0.963441  2.73909 -8.50506 
 0.791966  4.98026 -8.48635 
 0.118  17.5689 -8.48307 
 0.321779  8.24666 -8.47109 
 0.125252  8.54248 -8.4158 
 0.832441  4.9772 -8.40474 
 0.875159  0.951918 -8.38709 
 0.0878496  13.6772 -8.35984 
 0.243779  7.71797 -8.31079 
 0.31954  3.42761 -8.2861 
 0.247994  8.34997 -8.25236 
 0.355201  13.1949 -8.18928 
 0.30634  7.41848 -8.18694 
 0.0657607  13.9351 -8.17379 
 0.658911  2.03721 -8.14301 
 0.423497  10.4147 -8.08029 
 0.0933536  8.93398 -8.04883 
 0.679002  8.14032 -8.00535 
 0.61724  2.47599 -8.00531 
 0.0666617  12.5005 -7.98535 
 0.629959  3.51638 -7.9818 
 0.880565  0.464826 -7.96318 
 0.450857  11.8246 -7.95384 
 0.498221  10.7628 -7.95058 
 0.413315  13.1133 -7.94805 
 0.150745  15.2895 -7.9234 
 0.718846  6.81465 -7.91068 
 0.819469  6.49305 -7.89509 
 0.464824  9.06213 -7.86188 
 0.329027  7.23864 -7.84801 
 0.254713  4.77642 -7.84536 
 0.556968  4.06009 -7.82859 
 0.693957  7.53112 -7.82819 
 0.0630868  12.885 -7.8138 
 0.267158  9.54157 -7.80664 
 0.418503  2.76188 -7.80424 
 0.852226  6.43516 -7.7971 
 0.803606  5.97071 -7.77409 
 0.89074  3.48266 -7.76868 
 0.148459  6.31811 -7.74744 
 0.303996  4.02875 -7.74446 
 0.473384  9.04869 -7.73283 
 0.481633  6.10387 -7.73182 
 0.415587  13.0738 -7.72321 
 0.668973  6.82982 -7.72061 
 0.474579  12.2214 -7.71795 
 0.901877  5.94246 -7.71306 
 0.734416  8.18346 -7.71296 
 0.108419  4.5581 -7.69734 
 0.0899315  5.67403 -7.68735 
 0.38521  3.2775 -7.67928 
 0.874325  5.54608 -7.67496 
 0.577768  7.08675 -7.65345 
 0.232561  7.01724 -7.64876 
 0.184393  15.719 -7.64798 
 0.30591  14.3462 -7.63897 
 0.0490756  18.0729 -7.62699 
 0.537121  10.8979 -7.62558 
 0.593551  6.14815 -7.61554 
 0.542401  5.77879 -7.58611 
 0.818929  6.25044 -7.58588 
 0.399427  5.49074 -7.56992 
 0.208133  6.96846 -7.5667 
 0.0970821  6.68282 -7.56276 
 0.0451104  11.7108 -7.55807 
 0.187356  7.65252 -7.55723 
 0.976096  1.03279 -7.54412 
 0.453961  3.02573 -7.52283 
 0.564183  7.68673 -7.51799 
 0.385779  6.28101 -7.4905 
 0.593865  2.32071 -7.48515 
 0.188169  15.7364 -7.46085 
 0.642398  5.06136 -7.44895 
 0.649379  3.25888 -7.44497 
 0.756267  7.38719 -7.43962 
 0.149321  11.5274 -7.43805 
 0.565042  10.2858 -7.43092 
 0.814488  6.26436 -7.41568 
 0.813686  6.66396 -7.40953 
 0.891247  4.97911 -7.40429 
 0.300051  6.4657 -7.3999 
 0.540568  4.51714 -7.38395 
 0.40835  12.5291 -7.37497 
 0.304446  13.1384 -7.34709 
 0.785305  1.17359 -7.3342 
 0.29389  10.5728 -7.33168 
 0.648829  8.47158 -7.33102 
 0.187967  8.8774 -7.32221 
 0.317635  7.20737 -7.31559 
 0.46989  6.14957 -7.30913 
 0.852093  5.19128 -7.28697 
 0.380736  12.1615 -7.2834 
 0.886639  3.24533 -7.28066 
 0.333782  6.93389 -7.26125 
 0.168542  7.03727 -7.25003 
 0.423262  2.71424 -7.24204 
