0 0 0°
-150 0 -150° 
-120 0 -120°
-90 0 -90°
-60 0 -60°
-30 0 -30°
150 0 150° 
120 0 120°
90 0  90°
60 0  60°
30 0  30°
0 -60 -60°
0 -30 -30°
0 30 30°
0 60 60°

